,CODE,SCHOOL_NAME,CLUSTER,CLUSTER_NAME,GRADES,TYPE_1,ZONE_1,WEB_LINK,SHORT_ADDR,CITY,ZIP,PHONE,METRO_DIST,LONGITUDE,LATITUDE,CLUSTER_GEO,ADDRESS,SCHOOL_TYPE,TOTAL_ENROLLMENT,YEARS
228,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,125,15-16
229,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,135,16-17
230,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,110,17-18
231,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,99,18-19
232,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,87,19-20
233,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,73,20-21
234,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,77,21-22
235,448,Cora Howe School,705,STRATFORD,2-12,SPED,NOT ZONE SCHOOL,https://corahowe.mnps.org/,1928 Greenwood Ave,Nashville,37206,615-262-6675,6,-86.734634071472,36.1888432985159,STRATFORD,"1928 Greenwood Ave, Nashville, TN-37206",Special Education,77,22-23
236,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,260,07-08
237,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,302,08-09
238,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,339,09-10
239,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,295,10-11
240,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,305,11-12
241,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,310,12-13
242,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,291,13-14
243,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,293,14-15
244,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,291,15-16
245,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,284,16-17
246,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,258,17-18
247,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,294,18-19
248,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,301,19-20
249,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,286,20-21
250,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,342,21-22
251,670,Rosebank Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://rosebank.mnps.org/,1012 Preston Dr,Nashville,37206,615-262-6720,6,-86.7177819881685,36.1839873622967,STRATFORD,"1012 Preston Dr, Nashville, TN-37206",Elementary School,424,22-23
252,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,311,07-08
253,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,297,08-09
254,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,299,09-10
255,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,297,10-11
256,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,291,11-12
257,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,293,12-13
258,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,288,13-14
259,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,298,14-15
260,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,292,15-16
261,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,297,16-17
262,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,301,17-18
263,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,288,18-19
264,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,293,19-20
265,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,285,20-21
266,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,286,21-22
267,520,Lockeland Elementary School,705,STRATFORD,K-5,DISTRICT,NOT ZONE SCHOOL,https://lockeland.mnps.org/,105 S 17th St,Nashville,37206,615-258-1330,6,-86.739525518394,36.1762319214084,STRATFORD,"105 S 17th St, Nashville, TN-37206",Elementary School,312,22-23
268,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,256,07-08
269,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,315,08-09
270,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,404,09-10
271,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,380,10-11
272,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,345,11-12
273,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,304,12-13
274,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,348,13-14
275,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,371,14-15
276,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,358,15-16
277,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,293,16-17
278,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,304,17-18
279,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,218,18-19
280,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,213,19-20
281,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,233,20-21
282,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,288,21-22
283,755,Warner Elementary School,705,STRATFORD,PK-5,MAGNET,ZONE SCHOOL,https://warner.mnps.org/,626 Russell St,Nashville,37206,615-291-6395,6,-86.7602291288539,36.1721809309373,STRATFORD,"626 Russell St, Nashville, TN-37206",Elementary School,402,22-23
284,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,90,15-16
285,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,152,16-17
286,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,222,17-18
287,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,280,18-19
288,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,431,19-20
289,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,487,20-21
290,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,481,21-22
291,305,Explore Community School,705,STRATFORD,K-7,CHARTER,NOT ZONE SCHOOL,https://www.explorecommunityschool.com/,707 S 7TH ST,Nashville,37206,615-784-8222,6,-86.755957883311,36.1669620548425,STRATFORD,"707 S 7TH ST, Nashville, TN-37206",Charter,528,22-23
292,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,178,15-16
293,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,294,16-17
294,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,389,17-18
295,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,461,18-19
296,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,405,19-20
297,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,424,20-21
298,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,377,21-22
299,499,KIPP Academy Nashville Elementary School,705,STRATFORD,K-4,CHARTER,ZONE SCHOOL,https://kippnashville.org/,1000 Sevier St,Nashville,37206,615-226-4484,6,-86.7515312043068,36.1673548051978,STRATFORD,"1000 Sevier St, Nashville, TN-37206",Charter,322,22-23
300,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,98,13-14
301,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,181,14-15
302,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,235,15-16
303,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,299,16-17
304,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,367,17-18
305,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,388,18-19
306,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,441,19-20
307,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,500,20-21
308,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,535,21-22
309,592,Nashville Classical,705,STRATFORD,K-8,CHARTER,NOT ZONE SCHOOL,https://www.nashvilleclassical.org/,2000 Greenwood Ave,Nashville,37206,615-538-5841,6,-86.7331178568321,36.1887403829739,STRATFORD,"2000 Greenwood Ave, Nashville, TN-37206",Charter,524,22-23
310,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,181,07-08
311,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,179,08-09
312,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,185,09-10
313,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,157,10-11
314,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,144,11-12
315,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,219,12-13
316,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,254,13-14
317,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,291,14-15
318,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,293,15-16
319,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,291,16-17
320,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,269,17-18
321,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,254,18-19
322,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,212,19-20
323,315,Gateway Elementary School,452,HUNTERS LANE,PK-5,DISTRICT,ZONE SCHOOL,https://gateway.mnps.org/,1524 Monticello Ave,Madison,37115,615-860-1465,10,-86.7106233340957,36.2923530647679,HUNTERS LANE,"1524 Monticello Ave, Madison, TN-37115",Elementary School,197,20-21
